SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
208021176,3,4,0,457,26,9,0,21,0,17,0,3,3,10,90,187,0,0,4,4,0,0,0,0,0,0,5,13,409,74,16,622,74,463,16,89,19,111,98,1987
208021177,3,17,0,751,48,10,3,68,4,48,3,12,5,22,106,319,5,3,3,7,0,3,0,3,3,0,8,43,424,117,22,813,72,444,22,136,28,141,122,2348
208021178,4,14,0,707,37,9,0,52,3,22,3,8,3,4,118,264,0,0,0,20,0,4,0,4,3,0,5,36,495,96,9,842,71,371,20,97,19,127,122,2264
208021179,4,0,0,482,22,4,0,27,0,13,0,3,0,9,72,153,4,0,0,6,0,0,0,0,0,0,7,14,280,51,8,471,52,234,12,60,18,61,77,1319
208021180,0,0,0,189,16,3,0,18,3,11,0,0,0,8,48,104,0,0,0,3,0,0,0,0,0,0,0,10,218,34,4,317,36,189,12,37,11,68,56,974
208021181,0,6,0,274,14,4,0,25,3,14,3,0,0,3,54,117,0,0,0,7,0,0,0,0,0,0,0,9,246,51,8,419,44,238,19,51,7,61,58,1199
208021182,0,5,0,345,19,5,0,26,0,14,0,3,3,0,80,155,0,0,0,3,0,3,0,0,0,0,4,12,377,73,13,496,58,383,12,84,12,70,79,1663
208021426,0,4,0,439,45,8,3,39,3,13,3,6,0,11,105,230,4,0,0,0,0,0,0,3,0,0,3,10,530,93,12,750,79,375,24,110,17,134,107,2219
208021427,0,4,0,340,31,3,0,44,3,21,0,8,0,18,85,215,0,0,0,0,0,6,0,0,0,4,8,19,419,61,21,650,64,341,18,82,19,125,93,1890
208031183,0,3,0,243,34,9,3,41,6,14,0,0,3,10,63,181,0,0,3,4,0,0,0,3,0,0,0,15,396,62,13,536,51,268,10,58,9,79,65,1561
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208031185,3,3,0,182,27,4,3,28,4,13,4,9,3,6,75,173,0,0,0,4,0,0,0,0,0,0,4,17,290,55,20,491,52,224,19,62,24,72,84,1385
208031186,0,3,0,147,18,0,3,16,4,10,3,0,3,12,69,136,0,0,0,5,0,3,0,0,0,3,0,8,293,58,15,506,71,302,20,68,14,75,74,1493
208031187,3,3,0,49,13,4,0,14,3,3,0,3,0,9,29,76,0,0,3,3,0,0,0,0,0,0,3,7,155,29,14,283,23,130,11,32,9,43,31,760
208031188,3,5,0,385,45,9,6,41,5,32,0,7,4,18,135,302,5,0,3,3,0,7,0,3,0,3,3,28,551,100,25,975,98,501,29,120,36,203,147,2792
208031189,0,3,0,290,37,3,0,32,4,19,0,3,0,10,59,175,6,0,0,3,0,0,0,0,0,0,3,16,361,54,8,669,58,303,17,61,11,101,66,1709
208031190,0,0,0,302,24,8,3,23,0,13,3,10,0,17,73,166,8,0,3,6,0,3,3,0,0,0,0,20,329,50,10,513,49,281,18,72,14,99,78,1524
208031191,0,3,0,191,18,3,0,15,0,8,4,3,3,13,55,119,3,0,0,5,0,0,0,0,0,0,4,11,257,30,7,419,31,218,9,42,13,78,54,1168
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,0,5,0,540,46,7,3,69,0,22,4,6,0,11,112,294,4,0,0,4,0,3,0,0,0,0,3,16,587,96,29,1048,93,436,24,73,17,124,121,2639
208041194,3,19,0,1036,35,6,3,49,5,50,3,18,0,11,158,341,4,0,0,6,0,5,0,3,0,0,4,26,484,67,15,761,70,556,19,98,19,121,160,2359
208041195,4,20,0,1084,57,7,0,53,5,41,4,12,3,16,146,338,8,3,0,3,0,0,0,0,0,3,8,23,649,87,17,970,83,526,19,107,20,157,158,2779
209011196,0,4,0,119,17,3,3,21,3,15,0,5,3,15,40,118,7,0,0,0,0,0,0,0,3,0,4,12,237,43,7,400,42,235,14,77,14,137,50,1246
209011197,3,3,0,361,49,12,3,67,3,36,6,7,9,18,120,331,3,3,0,5,0,3,0,0,0,0,8,23,521,130,26,1094,124,505,36,121,37,169,135,2900
209011198,0,4,0,395,24,3,0,34,5,17,3,8,0,10,76,184,6,0,3,5,0,0,0,0,0,0,3,24,351,67,21,694,91,345,27,98,9,136,81,1917
209011199,0,3,0,93,12,0,3,16,0,17,0,5,3,11,58,129,0,0,0,3,0,0,0,0,0,4,8,16,194,61,15,351,54,294,21,94,20,187,67,1345
209011200,3,4,0,488,23,4,4,32,4,18,0,9,0,11,86,190,3,0,3,6,0,3,0,0,0,0,0,18,335,68,13,523,49,279,12,70,12,93,89,1538
209011201,4,6,0,502,19,6,0,31,3,17,0,7,0,11,55,151,0,0,0,3,0,0,0,0,0,0,5,11,253,39,4,422,28,215,8,57,12,69,63,1165
209011202,0,0,0,345,19,7,4,48,3,28,3,12,3,9,75,206,4,0,3,5,0,0,0,0,0,0,4,23,356,94,17,868,90,361,27,64,15,105,84,2081
209011203,3,3,0,350,20,5,0,38,4,31,0,6,0,34,130,272,3,0,0,3,0,0,0,0,0,6,6,25,475,93,8,899,84,518,24,93,20,196,140,2542
209011204,0,3,0,125,14,3,0,22,5,11,0,3,3,16,50,130,0,0,0,3,0,0,0,0,0,0,0,10,206,49,15,423,61,216,11,39,14,114,57,1191
209021205,0,4,0,206,22,8,0,21,3,21,0,3,0,11,51,138,0,0,0,0,0,0,0,0,0,3,3,10,249,49,4,400,29,219,13,67,15,106,55,1201
209021207,0,10,0,129,31,11,4,31,0,25,0,9,3,23,89,229,3,4,4,3,0,3,0,0,3,10,20,47,397,157,23,656,69,587,20,212,51,441,123,2731
209021208,0,11,0,171,30,11,3,39,0,36,0,13,6,46,100,276,5,0,0,6,3,5,0,0,0,7,12,46,393,125,22,721,86,602,32,178,49,505,128,2840
209021428,3,5,0,169,25,8,4,24,0,21,0,11,0,28,95,215,0,0,0,0,0,0,0,0,0,3,3,14,300,94,17,567,63,340,29,127,26,290,103,1955
209021429,0,3,0,180,13,3,0,21,3,9,0,4,5,29,70,164,0,0,0,8,0,3,0,0,0,0,3,13,222,75,9,496,57,307,5,96,30,161,74,1536
209031209,0,6,0,810,65,16,3,99,11,40,3,11,0,21,175,446,3,0,0,15,0,0,3,0,0,0,3,27,727,149,26,1478,131,579,43,168,12,146,176,3629
209031210,0,0,0,47,7,0,0,22,4,3,0,3,0,5,22,71,0,0,0,3,0,0,0,0,0,0,0,3,95,39,9,199,20,73,7,27,7,31,28,525
209031211,0,0,0,27,7,0,0,10,3,6,0,0,0,4,21,69,0,0,0,3,0,0,0,0,0,0,3,9,80,22,4,167,10,91,15,28,6,41,30,505
209031212,0,0,0,105,24,4,0,33,0,12,3,3,0,5,31,119,3,0,0,4,0,0,0,0,0,0,0,12,146,30,5,259,33,127,12,33,4,37,36,720
209031213,3,5,0,325,31,3,0,39,3,15,0,3,4,15,68,187,0,0,3,0,0,4,0,0,0,0,3,10,345,50,11,617,45,252,19,50,11,74,73,1561
209031214,0,0,0,260,19,8,0,45,0,17,0,0,3,6,58,154,0,0,0,4,0,0,0,0,0,0,0,8,205,61,8,421,27,164,10,43,10,43,60,1055
209031215,0,3,0,345,37,11,0,66,0,21,3,10,0,11,87,255,3,0,0,8,3,0,0,0,0,3,5,19,483,81,13,866,78,369,21,64,21,71,100,2161
209041216,0,3,0,116,17,6,0,16,0,12,0,5,0,7,38,101,3,0,0,0,0,0,0,0,0,0,3,5,216,40,4,281,39,205,9,50,13,96,39,989
209041217,0,0,0,34,12,4,3,7,0,11,0,4,0,10,30,74,0,3,3,3,0,0,0,0,0,3,0,12,102,25,4,186,22,127,4,55,11,108,33,681
209041219,0,8,0,82,26,3,3,20,6,32,0,25,6,84,120,318,0,0,0,0,0,0,0,0,0,11,20,41,376,91,27,444,76,645,22,230,55,766,158,2881
209041220,3,11,0,235,49,14,3,53,3,45,0,17,4,20,108,320,12,0,3,6,3,3,0,0,5,3,13,39,543,105,31,755,60,589,26,171,46,300,126,2742
209041221,0,0,0,79,31,3,5,46,0,21,3,4,3,17,47,186,0,3,0,4,0,3,0,0,0,4,0,13,250,70,18,475,56,390,15,107,27,228,54,1688
209041223,3,10,0,67,29,6,3,20,0,44,0,17,7,81,94,305,0,3,0,3,0,3,0,4,0,17,14,45,303,100,14,362,50,564,21,205,44,739,122,2526
209041224,0,0,0,138,44,9,0,65,6,35,0,6,4,20,86,279,4,0,5,9,0,8,0,0,0,3,0,31,448,68,20,757,99,495,21,103,32,140,98,2280
209041225,0,3,0,84,22,9,0,30,0,27,0,8,0,11,41,146,3,0,0,0,0,7,0,0,3,0,4,21,196,50,19,378,36,193,15,40,16,77,47,1068
209041430,0,3,0,226,38,6,3,50,4,24,0,3,3,13,131,275,4,0,6,19,0,0,0,0,0,0,4,38,619,97,30,1256,170,717,38,95,43,121,145,3321
209041431,0,3,0,70,15,4,3,23,3,35,0,8,3,19,83,196,0,0,3,4,0,3,3,0,0,0,6,19,328,65,21,463,55,459,10,153,21,233,98,1913
209041432,0,0,0,29,9,4,0,14,0,19,0,10,0,26,33,110,0,0,3,3,0,0,0,0,0,6,4,20,160,37,11,235,21,247,3,89,25,193,41,1074
209041433,0,0,0,68,17,3,0,12,8,11,3,0,3,12,62,141,3,0,0,0,0,0,0,0,0,3,6,13,345,88,10,455,78,432,24,111,29,160,76,1807
209041434,0,0,0,107,34,8,0,20,4,26,0,3,3,15,74,176,4,0,3,3,0,3,0,0,0,0,3,20,485,104,23,743,120,609,21,109,24,144,78,2464
209041435,0,0,0,135,25,4,3,39,5,15,0,3,9,5,60,165,4,0,0,0,0,0,0,0,0,0,0,10,465,80,16,690,71,442,20,89,28,116,59,2081
209041436,0,6,0,105,31,8,0,35,9,20,0,8,0,8,82,200,5,0,0,0,0,0,0,0,0,4,8,20,395,61,13,559,51,352,24,101,14,138,91,1799
209041437,0,0,0,40,8,0,0,10,0,11,0,9,3,3,41,95,3,0,4,4,0,3,0,0,4,0,9,27,298,43,24,359,64,358,22,99,29,126,60,1484
210011226,0,5,0,80,8,7,0,14,0,6,0,3,0,8,26,76,0,0,0,0,0,0,0,0,0,4,0,8,186,25,14,276,26,157,5,39,5,103,27,870
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,3,5,0,197,21,3,3,25,5,10,0,6,0,13,40,130,0,0,0,3,0,3,0,0,0,0,3,20,263,30,4,382,31,209,17,52,12,103,49,1160
210011229,3,12,0,412,49,9,3,66,5,49,3,30,5,49,123,391,3,0,3,6,0,3,0,0,0,9,14,41,623,113,27,1052,125,625,33,207,49,486,144,3476
210011230,0,0,0,183,20,0,0,17,0,10,0,0,0,0,41,99,0,0,0,3,0,0,0,0,0,3,4,8,216,27,11,347,36,166,7,42,4,58,41,956
210011231,3,9,0,359,20,10,4,32,4,29,0,5,3,12,61,178,0,0,0,6,0,0,0,0,0,0,4,13,336,49,5,548,52,239,8,44,18,81,70,1442
210021232,3,0,0,288,35,3,3,43,0,21,3,8,4,16,89,228,3,0,0,3,0,0,0,0,0,3,4,16,381,68,14,709,68,351,16,81,20,62,98,1873
210021233,0,0,0,95,10,0,0,6,0,4,3,3,3,3,25,65,0,0,0,0,0,0,0,0,0,0,0,4,96,21,3,157,12,72,10,12,6,19,25,456
210021234,0,0,0,79,18,3,0,20,0,10,3,3,0,3,28,91,0,0,0,3,0,0,0,0,0,0,0,3,133,26,3,217,28,81,11,31,4,29,28,600
210021235,0,0,0,107,28,8,4,21,4,19,4,9,3,7,83,189,6,0,0,0,3,0,0,0,0,0,4,16,238,57,13,386,52,226,21,55,15,67,94,1222
210031236,0,3,0,88,7,3,0,7,0,13,0,0,3,10,41,80,0,0,0,3,5,0,0,0,0,0,8,8,143,46,9,269,44,177,15,35,7,103,47,890
210031237,0,0,0,56,10,0,0,22,3,15,3,11,7,38,72,168,0,0,0,3,0,6,0,0,0,6,3,15,189,72,10,301,32,488,21,165,52,326,82,1735
210031239,0,3,0,344,34,9,6,55,3,34,3,8,0,27,109,284,0,0,0,3,0,4,0,3,0,5,9,26,524,94,24,893,120,623,23,163,33,248,120,2857
210031438,0,7,0,123,20,5,3,28,4,33,3,21,8,36,101,258,0,0,7,0,0,5,0,0,0,8,18,41,377,93,22,520,70,611,17,201,40,402,137,2492
210031439,0,0,0,49,3,0,0,3,0,9,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,5,104,14,7,159,11,80,0,8,0,6,18,419
210031440,0,0,0,30,9,3,0,13,0,14,0,17,0,13,22,89,0,0,0,0,0,0,0,0,0,0,8,14,94,22,6,148,26,149,5,66,12,109,37,677
210041240,0,3,0,200,36,8,0,34,4,15,0,7,3,9,75,196,11,0,0,7,0,3,0,0,0,0,5,26,405,73,8,638,51,299,25,93,18,123,89,1827
210041241,3,3,0,299,58,5,0,60,10,31,7,10,6,28,130,350,7,0,7,7,0,3,0,3,0,3,10,36,711,112,25,1163,144,699,37,145,32,216,145,3428
210051242,0,3,0,23,8,0,0,10,4,14,0,21,6,30,50,146,0,0,0,3,0,3,0,0,0,8,12,36,112,42,12,159,26,285,9,179,40,472,78,1412
210051243,0,3,0,35,8,0,0,10,0,31,0,17,3,66,89,239,0,0,0,0,0,0,0,0,3,10,29,41,134,46,6,165,19,429,8,259,40,747,131,1974
210051245,0,3,0,148,35,6,0,27,5,48,0,4,8,35,102,268,0,0,0,0,0,0,0,0,0,3,14,26,386,77,18,642,67,447,14,145,40,311,117,2261
210051246,3,6,0,334,50,11,7,62,3,38,0,14,6,31,91,322,3,0,8,8,0,3,0,0,4,7,5,36,557,101,28,774,70,592,33,178,45,284,109,2771
210051247,0,6,0,40,18,8,0,11,0,26,0,24,3,54,99,236,0,0,0,0,0,0,0,0,4,10,16,34,169,49,9,208,22,469,6,239,29,706,134,2048
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8
210051249,0,7,0,110,31,6,10,19,9,36,6,21,12,82,150,363,3,0,0,0,0,0,0,0,3,9,21,46,508,102,23,507,53,758,21,352,69,941,174,3510
210051250,0,3,0,23,0,3,0,13,0,17,3,0,3,15,34,79,0,0,0,0,0,0,0,0,0,0,3,11,99,21,9,159,27,143,10,46,20,102,41,667
210051441,0,3,0,40,12,0,3,12,0,19,0,4,0,13,43,109,3,0,0,0,0,4,0,0,7,4,4,21,191,35,10,264,19,330,15,79,18,163,52,1177
210051442,0,0,0,78,24,0,4,20,3,19,3,12,3,6,73,164,0,0,0,0,0,3,0,0,0,3,4,17,414,62,11,475,70,492,17,138,34,143,88,1939
210051443,0,5,0,100,32,11,0,35,5,29,0,14,3,30,71,225,3,0,0,4,0,3,0,0,0,3,18,31,503,96,17,533,78,597,18,205,39,310,98,2484
210051444,0,0,0,56,17,3,5,18,3,18,3,16,3,15,67,167,0,0,0,0,0,3,0,0,0,5,8,21,404,70,24,463,85,609,29,152,32,277,86,2236
210051445,0,0,0,47,9,0,0,5,0,7,0,0,3,8,14,48,0,0,0,0,0,0,0,0,0,3,0,8,119,12,9,133,18,128,8,28,11,51,11,520
211011251,0,0,0,71,16,3,3,19,3,17,3,3,5,5,46,120,3,0,0,3,0,0,0,0,0,0,0,12,259,52,10,430,59,323,17,71,26,113,48,1412
211011254,0,0,0,193,35,3,3,43,12,22,0,17,3,16,82,234,4,0,0,4,0,0,0,0,0,5,5,20,467,73,8,653,76,455,11,134,18,161,95,2157
211011255,0,8,0,228,33,5,0,35,0,19,3,4,0,5,45,145,0,0,0,3,0,0,0,0,0,0,8,16,272,35,10,463,25,176,7,41,7,61,55,1158
211011256,0,9,0,267,39,15,3,51,5,26,3,6,3,28,96,267,0,0,3,6,3,3,0,0,0,0,3,25,524,108,21,725,77,498,16,116,26,185,105,2399
211011257,0,3,0,170,34,3,4,27,7,17,0,3,0,7,47,145,3,0,0,3,0,0,0,0,0,0,3,7,347,39,7,466,42,257,11,57,8,63,51,1364
211011258,0,11,0,250,31,0,0,47,7,23,5,7,3,8,84,216,3,0,0,9,0,4,0,0,7,0,7,23,460,71,10,588,53,351,14,59,14,100,90,1813
211011259,3,10,0,206,32,4,0,35,0,25,3,15,3,23,79,217,4,0,0,7,0,0,0,0,0,0,5,17,388,86,15,599,44,377,18,132,19,167,92,1943
211011260,3,12,0,384,37,8,0,52,0,35,0,18,4,29,137,323,3,0,0,0,0,0,0,0,0,3,3,16,534,90,9,753,60,503,21,161,27,260,144,2572
211011446,0,0,0,115,36,11,3,45,5,23,3,10,3,16,97,246,3,0,0,5,0,0,0,0,0,7,3,16,436,103,15,787,102,537,23,160,27,214,103,2521
211011447,0,0,0,113,20,4,0,27,5,21,0,3,0,13,65,157,0,0,0,3,0,0,0,3,0,3,3,17,301,58,12,547,76,351,18,91,14,118,66,1654
211011448,0,0,0,167,34,5,0,49,9,21,4,8,3,14,79,207,3,3,0,5,0,0,0,0,3,0,5,32,375,71,11,738,104,364,24,99,22,135,86,2033
211011449,0,0,0,44,11,0,0,18,3,8,0,0,0,0,24,66,0,0,0,7,0,0,0,0,0,3,0,10,103,28,3,246,28,97,7,26,3,35,21,605
211021261,3,14,0,607,47,10,0,56,3,28,6,12,0,23,129,314,5,0,4,8,3,3,0,0,0,3,4,42,454,111,17,829,68,466,24,108,15,183,137,2403
211021262,5,8,0,440,35,3,4,58,3,24,0,5,3,6,98,243,3,0,0,3,0,3,0,0,3,0,0,20,314,61,17,617,41,281,5,64,12,80,107,1591
211031263,0,0,0,124,20,11,0,40,3,20,0,3,0,4,48,147,0,0,0,4,0,0,0,0,0,0,3,18,274,67,9,603,75,319,24,63,9,86,58,1577
211031265,0,3,0,510,45,9,5,87,4,32,4,12,0,14,124,337,6,0,0,10,3,0,0,0,0,0,9,28,595,109,21,1148,105,468,38,94,13,119,131,2845
211031266,0,0,0,163,26,3,0,30,0,12,0,10,5,16,89,194,0,0,0,0,3,0,0,0,0,0,3,7,323,68,8,648,75,432,17,124,21,192,100,2019
211031267,0,4,0,292,38,4,0,47,3,28,3,7,0,10,86,242,3,0,3,3,0,3,0,0,0,3,3,22,483,104,23,945,104,517,29,121,22,182,91,2619
211031268,4,3,0,239,29,3,0,40,7,18,3,3,0,3,54,163,0,0,3,0,4,0,0,0,0,0,3,6,312,52,9,539,66,234,13,50,14,72,57,1426
211031450,0,0,0,86,17,8,0,33,3,19,3,9,4,13,64,164,0,0,0,0,0,3,0,0,0,3,7,12,251,71,13,561,78,319,12,91,15,132,69,1614
211031451,0,0,0,182,23,5,0,25,7,17,0,7,0,13,68,161,0,0,0,3,0,0,0,0,0,0,3,3,318,62,12,567,47,312,19,84,11,129,74,1629
211031452,0,0,0,55,10,0,0,4,0,5,0,0,0,4,20,53,0,0,0,0,0,0,0,0,0,0,0,6,108,10,5,241,35,130,7,21,3,50,23,630
211041269,0,4,0,152,12,9,0,11,0,16,0,3,3,17,70,142,3,0,0,0,0,0,0,0,0,0,0,5,262,72,3,420,30,282,10,92,14,125,72,1388
211041270,0,3,0,320,20,5,0,34,3,16,0,4,3,20,85,188,3,0,0,3,0,0,0,0,0,7,0,21,413,90,11,734,77,427,10,110,17,159,97,2147
211041271,0,0,0,223,9,3,4,24,0,19,0,10,0,9,52,124,0,0,0,4,0,0,0,0,0,0,3,5,281,61,10,541,53,307,20,94,10,116,53,1553
211041272,0,3,0,202,10,3,3,22,3,7,0,3,0,7,74,150,4,0,0,4,0,0,0,0,0,3,4,22,301,76,8,512,49,322,17,62,9,102,88,1557
211041273,0,6,0,283,27,10,3,41,3,20,0,5,0,15,111,231,0,0,0,7,0,4,0,0,0,0,3,19,384,73,9,463,35,355,11,83,12,160,115,1713
211051274,0,3,0,157,24,3,3,50,4,17,3,5,3,8,60,176,5,0,0,4,0,0,0,3,3,0,0,22,269,76,11,531,61,258,21,59,17,59,68,1434
211051275,0,6,0,135,24,3,3,36,6,16,0,4,3,9,48,151,3,0,0,3,0,3,0,0,0,0,4,16,272,50,20,499,50,252,11,40,11,76,55,1329
211051276,0,3,0,124,18,7,0,52,5,23,6,3,3,13,66,197,3,0,6,4,0,3,0,0,0,0,3,23,286,87,27,576,56,254,29,63,25,113,79,1589
211051277,0,0,0,58,20,0,0,35,4,12,0,3,0,4,40,120,0,0,0,0,0,0,0,0,0,3,5,16,169,30,12,404,45,204,9,44,6,78,46,1043
211051278,0,3,0,197,55,5,0,63,4,21,5,13,0,15,85,269,7,0,3,10,0,4,0,0,0,0,5,40,467,88,22,919,81,464,21,101,12,133,97,2407
211051279,0,0,0,68,18,3,0,32,5,11,3,0,0,4,34,114,3,0,3,3,0,0,0,0,0,0,3,21,135,27,7,275,30,135,10,38,11,54,38,758
211051280,0,0,0,96,17,0,0,25,3,10,3,8,0,4,30,96,4,0,5,4,0,0,0,0,0,0,0,14,184,42,10,352,39,142,18,42,10,42,31,922
211051281,3,0,0,256,47,10,3,79,3,26,6,15,0,22,121,331,3,0,4,7,0,0,0,0,4,0,4,27,548,96,24,1099,108,601,35,147,40,193,133,3004
211051282,0,3,0,182,24,3,0,38,0,20,0,4,3,8,75,180,0,0,3,5,0,3,0,0,0,0,0,16,251,61,7,463,40,207,19,61,13,64,79,1262
211051283,0,3,0,103,23,5,0,30,0,12,0,7,0,13,43,144,0,0,6,3,0,4,0,0,0,0,3,23,253,56,17,528,45,274,19,53,11,65,52,1367
211051284,0,0,0,129,28,3,0,33,3,19,0,6,0,11,52,157,4,0,0,4,0,3,0,0,0,0,3,14,230,65,13,534,50,239,20,63,9,60,59,1344
211051285,0,0,0,85,21,13,6,41,4,18,0,6,0,6,43,155,3,0,7,3,0,5,0,0,0,3,9,26,203,55,19,429,41,204,8,31,9,42,57,1102
211051286,0,3,0,71,31,12,3,64,3,21,5,16,4,14,94,274,5,0,0,4,0,4,0,0,3,0,4,29,266,107,26,600,72,352,20,112,34,145,99,1829
212011287,0,6,0,221,42,9,0,29,0,25,0,3,0,8,66,192,0,0,0,4,0,4,0,0,0,0,6,18,500,54,11,702,75,390,14,59,13,83,77,1976
212011288,0,0,0,95,37,3,4,40,6,20,0,3,0,13,46,172,3,0,0,4,0,0,0,0,3,0,3,14,207,44,12,442,48,199,11,46,14,61,53,1142
212011289,0,0,0,257,50,11,9,77,5,39,5,8,7,9,102,323,6,0,0,8,0,0,0,0,0,0,0,25,542,119,29,952,71,456,32,101,23,109,109,2557
212011290,0,0,0,50,18,3,0,32,3,15,0,4,3,11,44,131,3,3,0,4,0,0,0,0,0,0,3,18,188,31,15,323,39,190,14,37,13,57,47,951
212011291,0,3,0,75,22,0,3,47,5,19,0,3,7,12,78,207,0,0,3,3,0,0,0,0,0,3,6,14,386,75,19,720,88,565,22,131,25,155,92,2280
212011292,0,0,0,150,45,7,5,63,0,37,3,3,3,22,160,348,4,0,3,3,0,5,0,0,0,9,12,44,703,114,30,1239,136,900,36,168,61,233,185,3803
212021293,5,8,0,437,62,8,3,68,8,28,4,9,3,20,127,337,12,0,5,3,3,3,0,0,0,0,6,32,685,109,18,1105,93,607,29,121,35,161,141,3106
212021294,3,3,0,379,73,3,0,66,10,42,8,10,3,21,191,424,0,0,4,8,0,7,0,0,0,0,10,27,1014,136,37,1426,127,961,47,176,46,217,207,4388
212021295,0,0,0,14,9,0,0,9,0,20,0,8,8,15,53,133,0,0,0,0,0,4,0,0,0,4,3,16,119,33,3,154,14,330,11,117,29,267,63,1147
212021297,0,0,0,47,19,3,0,22,0,24,3,14,3,32,50,169,0,0,0,0,0,3,0,0,0,0,3,12,230,53,16,293,29,385,7,140,13,241,56,1455
212021299,0,6,0,225,26,9,0,33,0,17,3,0,3,10,34,144,3,0,0,4,0,3,0,0,0,0,0,20,276,44,11,442,30,231,10,61,13,74,40,1238
212021453,0,4,0,131,29,4,0,23,3,17,0,5,10,21,83,199,3,0,0,3,0,3,0,0,3,7,4,28,340,72,14,463,38,379,7,124,30,230,88,1781
212021454,0,0,0,123,36,9,0,36,3,30,0,15,4,31,97,271,0,0,0,0,0,3,0,3,0,3,4,19,383,72,16,442,57,448,16,160,31,268,109,1983
212021455,0,0,0,113,33,8,4,26,4,27,0,10,6,14,90,220,0,0,3,3,3,3,0,0,3,8,11,33,405,85,16,614,68,456,15,107,36,175,103,2075
212021456,0,0,0,57,23,4,0,22,8,24,3,7,3,23,66,187,3,0,3,0,0,0,0,0,0,0,5,16,312,63,17,441,52,471,15,119,20,226,84,1831
212031300,0,0,0,74,42,4,0,44,9,43,0,16,8,25,85,273,4,0,7,4,0,3,0,0,0,4,8,32,473,70,17,609,65,610,25,160,41,249,101,2423
212031301,0,0,0,133,48,3,3,41,8,47,0,3,9,18,134,314,0,0,4,3,0,0,0,0,3,0,10,29,948,149,38,1138,169,956,41,170,38,157,161,3974
212031302,0,6,0,105,44,5,3,35,4,30,4,6,0,13,99,247,0,0,0,7,0,3,0,0,3,0,14,32,650,96,17,891,102,763,32,177,40,192,113,3072
212031303,0,0,0,129,28,8,3,28,4,22,0,0,0,5,43,153,3,0,0,0,0,3,0,0,0,3,5,17,297,51,6,449,55,228,14,54,12,56,55,1271
212031304,0,3,0,40,24,3,3,22,0,31,4,6,3,9,69,181,4,0,0,0,0,3,0,0,0,3,7,17,458,83,21,580,92,584,28,129,33,151,86,2246
212031305,0,3,0,81,55,10,3,44,7,55,4,11,9,42,134,375,3,0,0,0,0,3,0,0,0,3,21,36,709,120,29,668,76,984,26,289,63,501,177,3641
212031306,0,3,0,137,41,3,0,20,3,28,0,6,3,18,95,217,0,0,0,0,0,0,0,0,0,4,9,19,720,109,19,668,79,650,25,116,27,163,108,2677
212031308,0,0,0,69,18,0,3,30,6,9,0,5,0,11,49,131,0,0,0,3,0,4,0,0,0,0,4,14,195,48,22,394,40,165,15,54,16,52,54,1049
212031457,0,0,0,226,47,6,3,41,3,32,4,10,0,14,81,236,0,0,9,9,0,4,0,0,0,0,4,24,545,81,16,744,50,441,25,92,24,143,92,2247
212031458,0,4,0,124,47,6,0,48,5,33,5,11,10,28,113,297,0,0,3,6,3,0,0,0,0,0,8,22,582,88,21,702,71,600,20,172,41,229,123,2646
212041309,0,6,0,123,26,0,3,14,0,25,0,15,0,28,72,193,0,4,3,0,0,0,0,0,0,3,3,17,345,74,16,376,42,297,14,119,20,245,83,1625
212041310,0,4,0,56,8,3,0,14,0,19,0,0,0,23,72,151,3,0,0,5,0,0,0,0,0,3,7,15,294,60,9,311,30,343,7,125,25,301,85,1583
