SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL50121,0,7,0,0,0,7,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,24,0,53
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
SAL50123,13,27,12,23,3,79,10,7,52,29,34,10,136,0,0,0,0,5,0,5,0,0,5,8,15,0,21,0,0,6,0,9,13,36,35,27,159,115,264,33,636
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,21
SAL50126,0,12,7,14,0,37,7,0,15,13,12,3,44,0,0,3,0,0,0,3,0,0,0,0,7,0,9,0,0,0,0,12,0,10,14,10,48,60,155,19,308
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50129,10,34,8,13,4,60,4,4,16,12,24,0,65,0,0,0,0,5,0,6,0,0,0,6,6,0,12,0,0,0,0,5,0,8,13,17,74,70,232,11,420
SAL50130,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,23
SAL50131,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,19
SAL50132,3,21,9,14,0,53,8,12,27,15,21,6,87,0,0,0,0,4,0,0,3,0,8,3,3,0,9,0,0,0,10,8,5,21,27,18,92,84,205,21,444
SAL50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,20
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,4,4,12
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,8,0,15
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,11
SAL50137,7,12,0,7,4,28,0,0,10,6,4,3,23,0,0,0,0,0,0,0,0,0,0,6,11,0,15,0,0,0,0,4,4,4,9,3,45,33,181,17,300
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,10
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL50140,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,27
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SAL50142,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,9,30,4,59
SAL50143,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,3,31,3,55
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,3,32
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,15
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,15
SAL50148,42,121,30,19,4,287,52,23,158,51,34,4,322,3,0,0,8,3,0,16,5,0,23,12,22,0,64,13,0,36,12,19,13,92,343,132,937,291,361,53,2126
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,14,0,35
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,16
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50156,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL50157,0,3,0,0,0,5,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,12,18,0,46
SAL50158,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,3,26
SAL50159,4,21,9,29,0,75,3,3,27,30,41,0,107,0,0,0,0,4,0,5,0,0,8,3,69,0,78,0,0,0,3,54,10,69,30,20,141,153,796,68,1209
SAL50160,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,18
SAL50161,6,9,5,3,0,25,0,0,14,10,13,0,33,0,0,0,0,3,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,8,10,7,44,49,121,12,240
SAL50162,5,12,5,5,0,33,6,0,10,0,12,0,23,0,0,0,0,0,0,0,0,0,0,4,13,0,14,0,0,0,0,0,0,0,7,7,45,24,70,3,160
SAL50163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15
SAL50164,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,17
SAL50165,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,11,13,3,40
SAL50166,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
SAL50167,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,0,25
SAL50168,3,14,0,9,0,27,8,3,20,10,9,0,44,0,0,4,0,3,0,7,0,0,0,0,10,0,11,0,0,4,4,4,0,12,31,11,89,47,91,4,269
SAL50169,3,20,4,10,6,47,0,4,26,12,20,0,63,0,0,0,0,0,0,0,0,0,0,5,13,0,14,0,0,0,3,8,6,16,5,14,84,51,228,22,399
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,0,5,5,15
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15
SAL50172,3,15,4,4,0,25,0,0,8,5,7,0,32,0,0,0,0,0,0,0,0,0,4,0,8,0,13,0,0,0,0,0,0,6,4,3,43,37,109,16,214
SAL50173,22,101,28,53,9,246,50,40,266,130,191,12,695,7,0,9,13,16,0,43,9,5,27,27,89,0,152,9,0,39,26,56,24,161,271,96,1008,638,1357,122,3500
SAL50174,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,15,5,41
SAL50175,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,13
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50177,3,8,0,0,0,13,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,4,4,26,14,66,12,118
SAL50178,12,32,11,3,5,96,26,10,73,20,21,5,147,0,0,8,3,3,0,17,0,0,3,7,12,0,20,3,0,5,0,3,3,17,140,41,333,96,157,20,779
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,10,53,15,29,3,119,6,7,44,31,45,3,139,0,0,0,4,3,0,11,0,0,6,3,24,0,36,3,0,0,0,10,6,20,38,32,187,156,429,35,880
SAL50181,5,15,6,9,0,42,3,3,26,3,14,3,55,0,0,0,0,0,0,3,0,0,5,0,12,0,16,0,0,5,7,7,5,27,25,23,93,81,153,17,405
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL50183,18,63,22,26,0,139,14,5,47,33,71,9,176,0,0,3,0,8,0,15,0,4,10,7,32,4,49,0,0,4,0,20,8,28,49,33,247,175,571,38,1108
SAL50184,5,16,4,11,0,35,3,0,8,4,0,0,21,0,0,0,0,0,0,3,0,0,0,5,16,0,21,0,0,0,3,7,0,13,15,8,54,43,169,3,295
SAL50185,5,17,0,0,0,31,6,8,16,7,18,0,46,0,0,0,5,0,0,4,0,0,0,0,6,0,3,0,0,0,0,6,4,13,14,19,62,37,105,8,244
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50187,0,21,8,25,0,55,11,5,25,25,48,4,116,0,0,0,3,8,0,8,0,0,3,7,28,0,39,0,0,3,5,18,8,38,30,7,109,116,370,22,659
SAL50188,0,0,3,0,0,9,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,16,16,46,4,86
SAL50189,5,7,5,10,0,22,0,0,10,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,10,6,7,35,18,84,7,162
SAL50190,10,51,17,28,3,139,33,28,96,32,55,8,245,3,0,8,10,6,0,27,3,6,9,7,31,0,46,11,0,13,8,33,15,79,99,65,349,187,388,63,1145
SAL50191,0,0,0,4,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,8,18,0,37
SAL50192,0,7,0,0,0,8,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,21,0,47
SAL50193,0,5,0,0,0,5,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,21,11,13,8,54
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,24,0,35
SAL50196,3,6,5,5,0,22,0,0,6,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,5,0,4,0,13,43,19,91,12,179
SAL50197,7,9,5,19,0,31,0,0,13,7,25,0,52,0,0,0,0,4,0,3,0,0,0,0,14,0,20,0,0,0,0,3,0,3,9,3,36,38,205,14,302
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,15
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,10
SAL50200,7,14,12,23,0,64,3,10,24,7,24,3,65,0,0,0,0,10,0,13,6,0,6,3,23,0,35,4,0,7,3,37,8,56,32,27,155,137,658,44,1048
SAL50201,54,142,30,41,9,385,95,43,245,63,28,18,490,4,0,23,3,15,6,44,8,3,17,18,19,3,72,21,3,44,11,22,13,111,547,179,1203,324,452,82,2786
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,0,26
SAL50204,5,0,0,0,0,9,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,29,3,49
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50207,17,59,18,43,3,150,8,6,66,40,74,0,205,0,0,0,0,10,0,17,0,0,10,15,86,3,106,0,0,8,18,56,17,95,49,39,319,264,1030,64,1758
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,15
SAL50210,37,77,23,25,7,194,68,23,153,35,36,6,320,0,0,4,0,5,0,12,10,0,4,8,17,0,37,4,3,8,8,14,3,39,173,81,457,217,456,43,1427
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6
SAL50213,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,15
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,21
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,3,11,5,6,0,34,0,0,5,0,14,0,27,0,0,0,0,0,0,0,0,0,4,0,10,0,10,0,0,0,3,5,0,8,3,4,45,37,153,15,260
SAL50218,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50221,24,86,26,21,0,183,41,18,113,34,35,3,247,0,0,6,5,9,0,13,3,0,10,16,34,7,71,3,0,18,18,33,7,71,166,73,572,353,501,52,1715
SAL50222,0,9,0,3,0,14,0,0,8,3,0,0,12,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,41,23,46,4,120
SAL50223,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,3,22
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,11,32,10,9,0,87,44,12,64,21,20,10,174,0,0,10,4,13,0,26,0,0,5,9,14,4,38,11,0,25,5,11,5,52,206,60,495,201,271,46,1276
SAL50227,12,23,6,8,0,54,4,3,20,11,18,0,59,0,0,0,0,0,0,5,0,0,0,4,10,0,23,0,0,0,0,5,0,3,19,18,116,55,138,6,354
SAL50228,10,12,4,12,0,46,7,9,31,10,23,3,89,0,0,0,0,4,0,4,0,0,3,0,17,0,26,0,0,0,3,3,0,10,24,23,107,66,218,16,459
SAL50229,54,143,66,113,18,425,49,38,226,181,261,28,785,0,0,6,13,16,6,37,7,7,13,42,153,9,230,4,3,15,19,73,33,151,196,138,862,783,2046,182,4206
SAL50230,56,184,93,163,7,544,58,69,305,248,285,33,991,0,0,9,13,33,3,61,3,0,18,51,283,9,365,8,0,35,34,149,44,272,253,202,1058,1084,3279,208,6085
SAL50231,34,121,38,67,3,309,64,46,166,78,91,10,463,4,0,6,7,10,0,32,4,3,19,9,45,0,79,3,3,9,3,33,17,75,188,131,599,346,754,85,2100
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,11
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,22,0,42
SAL50235,3,5,0,3,0,19,5,0,20,13,38,3,74,0,0,5,0,3,0,3,0,0,7,3,16,0,26,0,0,7,0,12,4,22,15,10,72,65,216,27,398
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50238,3,7,0,6,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,10,14,25,3,50
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SAL50240,6,14,13,30,0,76,4,4,29,32,98,3,171,0,0,0,4,3,0,11,0,0,4,12,31,3,46,0,0,4,4,40,12,65,34,24,128,172,589,43,987
SAL50241,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,16
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,16
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50245,135,543,137,224,20,1310,303,123,926,338,319,72,2081,14,0,65,31,45,3,162,22,5,92,92,232,17,461,73,10,169,83,161,79,578,1722,494,4494,1954,3262,416,12348
SAL50246,9,69,18,31,3,172,58,18,179,80,71,14,421,5,0,14,8,6,0,33,18,0,33,25,41,9,126,33,0,47,32,30,29,174,481,68,996,531,554,141,2760
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,3,6,3,10,0,17,5,0,10,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,5,0,6,9,14,22,27,88,3,164
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
SAL50251,12,24,11,21,4,77,4,7,28,24,62,3,134,0,0,0,0,10,0,10,0,0,3,10,31,0,47,0,0,0,0,12,6,23,12,25,106,103,416,30,696
SAL50252,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,21,9,47
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,24
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50255,0,6,0,4,0,16,0,0,9,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,3,0,11,8,3,40,22,67,4,138
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,6,0,11,3,19,0,48
SAL50259,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,0,22
SAL50260,3,9,6,15,0,38,0,6,18,11,16,0,47,0,0,0,0,8,0,4,0,0,5,5,17,0,25,0,0,3,0,19,3,20,18,12,75,77,211,14,407
SAL50261,9,26,15,25,3,86,5,17,69,45,115,7,252,0,0,0,0,9,0,12,0,0,4,5,51,0,67,0,0,7,0,24,8,46,26,37,198,179,732,54,1218
SAL50262,50,180,34,43,10,390,68,38,209,49,40,12,428,9,7,20,10,12,0,48,0,3,19,19,42,0,88,9,4,34,8,27,18,97,340,177,1194,362,587,81,2743
SAL50263,40,103,25,27,5,263,64,20,195,68,62,12,421,4,0,29,10,15,3,54,0,0,29,12,51,0,97,8,4,34,12,30,14,99,369,128,1107,396,685,85,2773
SAL50264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,10,0,17
SAL50265,4,12,3,10,0,35,0,5,18,10,4,0,36,0,0,4,0,0,0,0,0,0,0,5,8,0,18,0,0,0,3,4,0,12,15,9,76,41,96,9,244
SAL50266,3,5,0,7,6,16,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,0,3,4,5,17,13,64,5,119
SAL50267,0,3,0,4,0,11,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,14,5,29,6,56
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,29,145,44,77,4,323,27,24,156,110,133,17,468,0,0,6,3,9,0,31,8,0,18,27,90,6,146,9,0,12,15,49,20,101,137,96,649,520,1183,124,2710
SAL50270,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,16
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,18
SAL50272,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,13,0,36
